Value,Count,bps_alabama,evt_alabama,Value_1,Count_1,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,FRG_NEW,R,G,B,RED,GREEN,BLUE,Aref,Bref,Cref,Dref,Eref,Agref,Urref,Unref,Ueref,Value_12,Count_12,EVT_NAME,LFRDB,EVT_FUEL,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,R_1,G_1,B_1,RED_1,GREEN_1,BLUE_1
3399,150.000000000000000,1787,7460,1787,5887279.000000000000000,13560,99,13560_55_56_99,Florida Longleaf Pine Sandhill,Conifer,190,14720,3,3,1,1,98,I-A,76,186,10,0.298039000000000,0.729412000000000,0.039216000000000,13,1,38,46,2,0,0,0,0,7460,2306181.000000000000000,Southern Coastal Plain Nonriverine Cypress Dome,7460,2460,Tr Southern Coastal Plain Nonriverine Cypress Dome,Tree,Riparian,657,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Deciduous open tree canopy,91,195,199,0.356863000000000,0.764706000000000,0.780392000000000
3400,172.000000000000000,1787,9586,1787,5887279.000000000000000,13560,99,13560_55_56_99,Florida Longleaf Pine Sandhill,Conifer,190,14720,3,3,1,1,98,I-A,76,186,10,0.298039000000000,0.729412000000000,0.039216000000000,13,1,38,46,2,0,0,0,0,9586,986218.000000000000000,East Gulf Coastal Plain Small Stream and River Floodplain Herbaceous,9085,2474,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Herb,Riparian,668,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,145,255,115,0.568627000000000,1.000000000000000,0.450980000000000
3401,1.000000000000000,1789,7571,1789,4178818.000000000000000,13720,99,13720_46_99,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,Hardwood-Conifer,189,87,8,7,4,8,88,I-B,223,97,255,0.874510000000000,0.380392000000000,1.000000000000000,12,21,46,14,7,0,0,0,0,7571,195729.000000000000000,Southern Coastal Plain Seepage Swamp and Baygall Shrubland,7461,2461,Tr Southern Coastal Plain Seepage Swamp and Baygall,Shrub,Riparian,694,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,216,216,191,0.847059000000000,0.847059000000000,0.749020000000000
3402,1.000000000000000,1799,7992,1799,4506079.000000000000000,14800,99,14800_55_99,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,-9999,-9999,100,V-A,102,212,179,0.400000000000000,0.831373000000000,0.701961000000000,10,16,74,0,0,0,0,0,0,7992,80583.000000000000000,Eastern Warm Temperate Bush fruit and berries,7992,2962,Dab Bush Fruit and Berries,Shrub,Agricultural,62,Agricultural-Bush fruit and berries,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,210,28,119,0.823529000000000,0.109804000000000,0.466667000000000
3403,2.000000000000000,1787,9583,1787,5887279.000000000000000,13560,99,13560_55_56_99,Florida Longleaf Pine Sandhill,Conifer,190,14720,3,3,1,1,98,I-A,76,186,10,0.298039000000000,0.729412000000000,0.039216000000000,13,1,38,46,2,0,0,0,0,9583,294305.000000000000000,East Gulf Coastal Plain Large River Floodplain Herbaceous,9082,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,Riparian,666,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,145,255,115,0.568627000000000,1.000000000000000,0.450980000000000
3404,6.000000000000000,1787,9077,1787,5887279.000000000000000,13560,99,13560_55_56_99,Florida Longleaf Pine Sandhill,Conifer,190,14720,3,3,1,1,98,I-A,76,186,10,0.298039000000000,0.729412000000000,0.039216000000000,13,1,38,46,2,0,0,0,0,9077,32956.000000000000000,East Gulf Coastal Plain Depression Pondshore,9077,2593,He East Gulf Coastal Plain Depression Pondshore,Herb,Riparian,650,Depressional Wetland,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.000000000000000,0.600000000000000,0.000000000000000
3405,2.000000000000000,1311,9250,1311,3870159.000000000000000,14740,55,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,14,34,52,III-A,171,185,235,0.670588000000000,0.725490000000000,0.921569000000000,16,23,4,24,33,0,0,0,0,9250,1151789.000000000000000,Southern Coastal Plain Oak Dome and Hammock,9250,2595,Tr Southern Coastal Plain Oak Dome and Hammock,Tree,Riparian,658,Coastal Plain Oak Forest,SAF 89: Live Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145,255,115,0.568627000000000,1.000000000000000,0.450980000000000
3406,10.000000000000000,1298,7996,1298,35859865.000000000000000,13490,55,13490_46_48_54_55_99,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Conifer,116,766,3,3,3,1,96,I-A,152,176,0,0.596078000000000,0.690196000000000,0.000000000000000,14,9,31,37,9,0,0,0,0,7996,2923993.000000000000000,Eastern Warm Temperate Fallow/Idle Cropland,7996,2966,Dab Fallow/Idle Cropland,Herb,Agricultural,66,Agricultural-Fallow/Idle Cropland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,255,119,1.000000000000000,1.000000000000000,0.466667000000000
3407,1.000000000000000,1306,7357,1306,11082152.000000000000000,14540,55,14540_55_56_99,East Gulf Coastal Plain Near-Coast Pine Flatwoods,Riparian,100,482,3,3,3,1,96,I-A,149,227,118,0.584314000000000,0.890196000000000,0.462745000000000,17,6,34,34,9,0,0,0,0,7357,1778505.000000000000000,Southern Coastal Plain Mesic Slope Forest,7357,2357,Tr Southern Coastal Plain Mesic Slope Forest,Tree,Hardwood,680,Sweetgum-Water Oak Forest,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.568627000000000,1.000000000000000,0.450980000000000
3408,5.000000000000000,1308,7454,1308,890968.000000000000000,14610,55,14610_46_55_56_99,Southern Coastal Plain Seepage Swamp and Baygall,Riparian,297,356,-9999,162,55,45,-9999,III-B,190,232,255,0.745098000000000,0.909804000000000,1.000000000000000,13,23,3,6,55,0,0,0,0,7454,3490154.000000000000000,East Gulf Coastal Plain Near-Coast Pine Flatwoods,7454,2454,Tr East Gulf Coastal Plain Near-Coast Pine Flatwoods,Tree,Conifer,684,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902000000000,0.839216000000000,0.800000000000000
3409,6.000000000000000,1295,9323,1295,1842580.000000000000000,13430,55,13430_54_55,Atlantic Coastal Plain Mesic Hardwood Forest,Hardwood,394,159,52,36,9,22,69,III-A,168,112,0,0.658824000000000,0.439216000000000,0.000000000000000,8,30,6,15,41,0,0,0,0,9323,6495491.000000000000000,Southeastern Ruderal Shrubland,9323,2575,Sh Southeastern Ruderal Grassland & Shrubland,Shrub,Exotic Tree-Shrub,706,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,105,46,1.000000000000000,0.411765000000000,0.180392000000000
3410,2.000000000000000,1306,9321,1306,11082152.000000000000000,14540,55,14540_55_56_99,East Gulf Coastal Plain Near-Coast Pine Flatwoods,Riparian,100,482,3,3,3,1,96,I-A,149,227,118,0.584314000000000,0.890196000000000,0.462745000000000,17,6,34,34,9,0,0,0,0,9321,138207986.000000000000000,Southeastern Native Ruderal Forest,9321,2573,Tr Southeastern Native Ruderal Forest,Tree,Conifer-Hardwood,707,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255,105,46,1.000000000000000,0.411765000000000,0.180392000000000
3411,6.000000000000000,1300,7996,1300,3554148.000000000000000,13570,55,13570_46_47_55_58_99,Southern Coastal Plain Mesic Slope Forest,Hardwood,402,159,52,35,9,22,69,I-C,191,151,71,0.749020000000000,0.592157000000000,0.278431000000000,8,30,6,15,41,0,0,0,0,7996,2923993.000000000000000,Eastern Warm Temperate Fallow/Idle Cropland,7996,2966,Dab Fallow/Idle Cropland,Herb,Agricultural,66,Agricultural-Fallow/Idle Cropland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,255,119,1.000000000000000,1.000000000000000,0.466667000000000
3412,2.000000000000000,1308,9323,1308,890968.000000000000000,14610,55,14610_46_55_56_99,Southern Coastal Plain Seepage Swamp and Baygall,Riparian,297,356,-9999,162,55,45,-9999,III-B,190,232,255,0.745098000000000,0.909804000000000,1.000000000000000,13,23,3,6,55,0,0,0,0,9323,6495491.000000000000000,Southeastern Ruderal Shrubland,9323,2575,Sh Southeastern Ruderal Grassland & Shrubland,Shrub,Exotic Tree-Shrub,706,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,105,46,1.000000000000000,0.411765000000000,0.180392000000000
3413,6.000000000000000,1307,9322,1307,1782051.000000000000000,14600,55,14600_55_56_99,Southern Coastal Plain Nonriverine Cypress Dome,Riparian,126,-9999,10,9,7,-9999,93,I-B,168,10,0,0.658824000000000,0.039216000000000,0.000000000000000,11,1,24,57,7,0,0,0,0,9322,182779395.000000000000000,Southeastern North American Temperate Forest Plantation,9322,2574,Tr Southeastern North American Temperate Forest Plantation,Tree,Conifer,731,Managed Tree Plantation,LF 61: Managed Tree Plantation,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,158,67,14,0.619608000000000,0.262745000000000,0.054902000000000
3414,2.000000000000000,1310,7935,1310,8976289.000000000000000,14730,55,14730_55_58_60,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,114,-9999,101,54,47,-9999,53,III-A,102,119,205,0.400000000000000,0.466667000000000,0.803922000000000,22,31,26,21,0,0,0,0,0,7935,393404.000000000000000,Eastern Warm Temperate Developed Deciduous Forest,7935,2908,Dtd Developed Deciduous Forest,Tree,Developed,13,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,64,61,168,0.250980000000000,0.239216000000000,0.658824000000000
3415,10.000000000000000,1310,7936,1310,8976289.000000000000000,14730,55,14730_55_58_60,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,114,-9999,101,54,47,-9999,53,III-A,102,119,205,0.400000000000000,0.466667000000000,0.803922000000000,22,31,26,21,0,0,0,0,0,7936,1539068.000000000000000,Eastern Warm Temperate Developed Evergreen Forest,7936,2909,Dtc Developed Evergreen Forest,Tree,Developed,14,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,102,119,205,0.400000000000000,0.466667000000000,0.803922000000000
3416,1.000000000000000,1300,7935,1300,3554148.000000000000000,13570,55,13570_46_47_55_58_99,Southern Coastal Plain Mesic Slope Forest,Hardwood,402,159,52,35,9,22,69,I-C,191,151,71,0.749020000000000,0.592157000000000,0.278431000000000,8,30,6,15,41,0,0,0,0,7935,393404.000000000000000,Eastern Warm Temperate Developed Deciduous Forest,7935,2908,Dtd Developed Deciduous Forest,Tree,Developed,13,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,64,61,168,0.250980000000000,0.239216000000000,0.658824000000000
3417,1.000000000000000,1298,7919,1298,35859865.000000000000000,13490,55,13490_46_48_54_55_99,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Conifer,116,766,3,3,3,1,96,I-A,152,176,0,0.596078000000000,0.690196000000000,0.000000000000000,14,9,31,37,9,0,0,0,0,7919,212792.000000000000000,Eastern Warm Temperate Urban Shrubland,7919,2917,Dsh Urban Shrubland,Shrub,Developed,17,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,207,171,215,0.811765000000000,0.670588000000000,0.843137000000000
3418,2.000000000000000,1315,7296,1315,2360228.000000000000000,14900,55,14900_55_56_58_99,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,288,-9999,5,98,2,-9999,II-A,255,235,0,1.000000000000000,0.921569000000000,0.000000000000000,57,26,6,11,0,0,0,0,0,7296,105818610.000000000000000,Developed-Low Intensity,7296,2902,Bau Developed-Low Intensity,Developed,Developed-Low Intensity,22,Developed-Low Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,255,122,143,1.000000000000000,0.478431000000000,0.560784000000000
3419,1.000000000000000,1311,7936,1311,3870159.000000000000000,14740,55,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,14,34,52,III-A,171,185,235,0.670588000000000,0.725490000000000,0.921569000000000,16,23,4,24,33,0,0,0,0,7936,1539068.000000000000000,Eastern Warm Temperate Developed Evergreen Forest,7936,2909,Dtc Developed Evergreen Forest,Tree,Developed,14,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,102,119,205,0.400000000000000,0.466667000000000,0.803922000000000
3420,1.000000000000000,1310,7915,1310,8976289.000000000000000,14730,55,14730_55_58_60,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,114,-9999,101,54,47,-9999,53,III-A,102,119,205,0.400000000000000,0.466667000000000,0.803922000000000,22,31,26,21,0,0,0,0,0,7915,1057485.000000000000000,Eastern Warm Temperate Urban Deciduous Forest,7915,2913,Dtd Urban Deciduous Forest,Tree,Developed,13,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.439216000000000,0.266667000000000,0.537255000000000
3421,2.000000000000000,1308,7936,1308,890968.000000000000000,14610,55,14610_46_55_56_99,Southern Coastal Plain Seepage Swamp and Baygall,Riparian,297,356,-9999,162,55,45,-9999,III-B,190,232,255,0.745098000000000,0.909804000000000,1.000000000000000,13,23,3,6,55,0,0,0,0,7936,1539068.000000000000000,Eastern Warm Temperate Developed Evergreen Forest,7936,2909,Dtc Developed Evergreen Forest,Tree,Developed,14,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,102,119,205,0.400000000000000,0.466667000000000,0.803922000000000
3422,4.000000000000000,1295,7916,1295,1842580.000000000000000,13430,55,13430_54_55,Atlantic Coastal Plain Mesic Hardwood Forest,Hardwood,394,159,52,36,9,22,69,III-A,168,112,0,0.658824000000000,0.439216000000000,0.000000000000000,8,30,6,15,41,0,0,0,0,7916,5458569.000000000000000,Eastern Warm Temperate Urban Evergreen Forest,7916,2914,Dtc Urban Evergreen Forest,Tree,Developed,14,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170,102,205,0.666667000000000,0.400000000000000,0.803922000000000
3423,1.000000000000000,1308,9319,1308,890968.000000000000000,14610,55,14610_46_55_56_99,Southern Coastal Plain Seepage Swamp and Baygall,Riparian,297,356,-9999,162,55,45,-9999,III-B,190,232,255,0.745098000000000,0.909804000000000,1.000000000000000,13,23,3,6,55,0,0,0,0,9319,1458173.000000000000000,Southeastern Exotic Ruderal Forest,9319,2571,Tr Southeastern Exotic Ruderal Forest,Tree,Exotic Tree-Shrub,707,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255,105,46,1.000000000000000,0.411765000000000,0.180392000000000
3424,7.000000000000000,1298,7990,1298,35859865.000000000000000,13490,55,13490_46_48_54_55_99,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Conifer,116,766,3,3,3,1,96,I-A,152,176,0,0.596078000000000,0.690196000000000,0.000000000000000,14,9,31,37,9,0,0,0,0,7990,3567893.000000000000000,Eastern Warm Temperate Orchard,7990,2960,Dab Orchard,Tree,Agricultural,60,Agricultural-Orchard,LF 80: Agriculture,Tree-dominated,Open tree canopy,Deciduous open tree canopy,210,28,94,0.823529000000000,0.109804000000000,0.368627000000000
3425,1.000000000000000,1307,7460,1307,1782051.000000000000000,14600,55,14600_55_56_99,Southern Coastal Plain Nonriverine Cypress Dome,Riparian,126,-9999,10,9,7,-9999,93,I-B,168,10,0,0.658824000000000,0.039216000000000,0.000000000000000,11,1,24,57,7,0,0,0,0,7460,2306181.000000000000000,Southern Coastal Plain Nonriverine Cypress Dome,7460,2460,Tr Southern Coastal Plain Nonriverine Cypress Dome,Tree,Riparian,657,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Deciduous open tree canopy,91,195,199,0.356863000000000,0.764706000000000,0.780392000000000
3426,1.000000000000000,1307,7461,1307,1782051.000000000000000,14600,55,14600_55_56_99,Southern Coastal Plain Nonriverine Cypress Dome,Riparian,126,-9999,10,9,7,-9999,93,I-B,168,10,0,0.658824000000000,0.039216000000000,0.000000000000000,11,1,24,57,7,0,0,0,0,7461,7815029.000000000000000,Southern Coastal Plain Seepage Swamp and Baygall Woodland,7461,2461,Tr Southern Coastal Plain Seepage Swamp and Baygall,Tree,Riparian,694,Atlantic Swamp Forests,LF 47: Gulf Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.847059000000000,0.847059000000000,0.749020000000000
3427,1.000000000000000,1295,9319,1295,1842580.000000000000000,13430,55,13430_54_55,Atlantic Coastal Plain Mesic Hardwood Forest,Hardwood,394,159,52,36,9,22,69,III-A,168,112,0,0.658824000000000,0.439216000000000,0.000000000000000,8,30,6,15,41,0,0,0,0,9319,1458173.000000000000000,Southeastern Exotic Ruderal Forest,9319,2571,Tr Southeastern Exotic Ruderal Forest,Tree,Exotic Tree-Shrub,707,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255,105,46,1.000000000000000,0.411765000000000,0.180392000000000
3428,4.000000000000000,1788,7992,1788,7829098.000000000000000,13570,99,13570_46_47_55_58_99,Southern Coastal Plain Mesic Slope Forest,Hardwood,402,159,52,35,9,22,69,I-C,191,151,71,0.749020000000000,0.592157000000000,0.278431000000000,8,30,6,15,41,0,0,0,0,7992,80583.000000000000000,Eastern Warm Temperate Bush fruit and berries,7992,2962,Dab Bush Fruit and Berries,Shrub,Agricultural,62,Agricultural-Bush fruit and berries,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,210,28,119,0.823529000000000,0.109804000000000,0.466667000000000
3429,2.000000000000000,1307,9823,1307,1782051.000000000000000,14600,55,14600_55_56_99,Southern Coastal Plain Nonriverine Cypress Dome,Riparian,126,-9999,10,9,7,-9999,93,I-B,168,10,0,0.658824000000000,0.039216000000000,0.000000000000000,11,1,24,57,7,0,0,0,0,9823,117237061.000000000000000,Southeastern Ruderal Grassland,9323,2575,Sh Southeastern Ruderal Grassland & Shrubland,Herb,Exotic Herbaceous,703,Introduced Perennial Grassland and Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,105,46,1.000000000000000,0.411765000000000,0.180392000000000
3430,2.000000000000000,1315,9332,1315,2360228.000000000000000,14900,55,14900_55_56_58_99,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,288,-9999,5,98,2,-9999,II-A,255,235,0,1.000000000000000,0.921569000000000,0.000000000000000,57,26,6,11,0,0,0,0,0,9332,1882639.000000000000000,Southeastern Exotic Ruderal Flooded & Swamp Forest,9332,2570,Tr Southeastern Exotic Ruderal Flooded & Swamp Forest,Tree,Riparian,708,Introduced Woody Wetland Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,132,168,0.000000000000000,0.517647000000000,0.658824000000000
3431,5.000000000000000,1315,7357,1315,2360228.000000000000000,14900,55,14900_55_56_58_99,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,288,-9999,5,98,2,-9999,II-A,255,235,0,1.000000000000000,0.921569000000000,0.000000000000000,57,26,6,11,0,0,0,0,0,7357,1778505.000000000000000,Southern Coastal Plain Mesic Slope Forest,7357,2357,Tr Southern Coastal Plain Mesic Slope Forest,Tree,Hardwood,680,Sweetgum-Water Oak Forest,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.568627000000000,1.000000000000000,0.450980000000000
3432,1.000000000000000,1315,7330,1315,2360228.000000000000000,14900,55,14900_55_56_58_99,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,288,-9999,5,98,2,-9999,II-A,255,235,0,1.000000000000000,0.921569000000000,0.000000000000000,57,26,6,11,0,0,0,0,0,7330,6519676.000000000000000,Southern Coastal Plain Dry Upland Hardwood Forest,7330,2330,Tr Southern Coastal Plain Dry Upland Hardwood Forest,Tree,Hardwood,658,Coastal Plain Oak Forest,SAF 89: Live Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145,255,115,0.568627000000000,1.000000000000000,0.450980000000000
3433,1.000000000000000,1311,7990,1311,3870159.000000000000000,14740,55,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,14,34,52,III-A,171,185,235,0.670588000000000,0.725490000000000,0.921569000000000,16,23,4,24,33,0,0,0,0,7990,3567893.000000000000000,Eastern Warm Temperate Orchard,7990,2960,Dab Orchard,Tree,Agricultural,60,Agricultural-Orchard,LF 80: Agriculture,Tree-dominated,Open tree canopy,Deciduous open tree canopy,210,28,94,0.823529000000000,0.109804000000000,0.368627000000000
3434,2.000000000000000,1306,9823,1306,11082152.000000000000000,14540,55,14540_55_56_99,East Gulf Coastal Plain Near-Coast Pine Flatwoods,Riparian,100,482,3,3,3,1,96,I-A,149,227,118,0.584314000000000,0.890196000000000,0.462745000000000,17,6,34,34,9,0,0,0,0,9823,117237061.000000000000000,Southeastern Ruderal Grassland,9323,2575,Sh Southeastern Ruderal Grassland & Shrubland,Herb,Exotic Herbaceous,703,Introduced Perennial Grassland and Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,105,46,1.000000000000000,0.411765000000000,0.180392000000000
3435,2.000000000000000,1311,9247,1311,3870159.000000000000000,14740,55,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,14,34,52,III-A,171,185,235,0.670588000000000,0.725490000000000,0.921569000000000,16,23,4,24,33,0,0,0,0,9247,4925305.000000000000000,Southern Coastal Plain Blackwater River Floodplain Forest,9247,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,Riparian,666,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.568627000000000,1.000000000000000,0.450980000000000
3436,2.000000000000000,1308,7460,1308,890968.000000000000000,14610,55,14610_46_55_56_99,Southern Coastal Plain Seepage Swamp and Baygall,Riparian,297,356,-9999,162,55,45,-9999,III-B,190,232,255,0.745098000000000,0.909804000000000,1.000000000000000,13,23,3,6,55,0,0,0,0,7460,2306181.000000000000000,Southern Coastal Plain Nonriverine Cypress Dome,7460,2460,Tr Southern Coastal Plain Nonriverine Cypress Dome,Tree,Riparian,657,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Deciduous open tree canopy,91,195,199,0.356863000000000,0.764706000000000,0.780392000000000
3437,6.000000000000000,1307,9082,1307,1782051.000000000000000,14600,55,14600_55_56_99,Southern Coastal Plain Nonriverine Cypress Dome,Riparian,126,-9999,10,9,7,-9999,93,I-B,168,10,0,0.658824000000000,0.039216000000000,0.000000000000000,11,1,24,57,7,0,0,0,0,9082,9381590.000000000000000,East Gulf Coastal Plain Large River Floodplain Forest,9082,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,Riparian,666,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.568627000000000,1.000000000000000,0.450980000000000
3438,1.000000000000000,1295,7936,1295,1842580.000000000000000,13430,55,13430_54_55,Atlantic Coastal Plain Mesic Hardwood Forest,Hardwood,394,159,52,36,9,22,69,III-A,168,112,0,0.658824000000000,0.439216000000000,0.000000000000000,8,30,6,15,41,0,0,0,0,7936,1539068.000000000000000,Eastern Warm Temperate Developed Evergreen Forest,7936,2909,Dtc Developed Evergreen Forest,Tree,Developed,14,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,102,119,205,0.400000000000000,0.466667000000000,0.803922000000000
3439,2.000000000000000,1300,7915,1300,3554148.000000000000000,13570,55,13570_46_47_55_58_99,Southern Coastal Plain Mesic Slope Forest,Hardwood,402,159,52,35,9,22,69,I-C,191,151,71,0.749020000000000,0.592157000000000,0.278431000000000,8,30,6,15,41,0,0,0,0,7915,1057485.000000000000000,Eastern Warm Temperate Urban Deciduous Forest,7915,2913,Dtd Urban Deciduous Forest,Tree,Developed,13,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.439216000000000,0.266667000000000,0.537255000000000
3440,2.000000000000000,1311,7915,1311,3870159.000000000000000,14740,55,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,14,34,52,III-A,171,185,235,0.670588000000000,0.725490000000000,0.921569000000000,16,23,4,24,33,0,0,0,0,7915,1057485.000000000000000,Eastern Warm Temperate Urban Deciduous Forest,7915,2913,Dtd Urban Deciduous Forest,Tree,Developed,13,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.439216000000000,0.266667000000000,0.537255000000000
3441,2.000000000000000,1793,9322,1793,344920.000000000000000,14550,99,14550_46_99,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,Riparian,78,-9999,8,7,9,-9999,91,I-B,77,33,156,0.301961000000000,0.129412000000000,0.611765000000000,18,24,7,12,39,0,0,0,0,9322,182779395.000000000000000,Southeastern North American Temperate Forest Plantation,9322,2574,Tr Southeastern North American Temperate Forest Plantation,Tree,Conifer,731,Managed Tree Plantation,LF 61: Managed Tree Plantation,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,158,67,14,0.619608000000000,0.262745000000000,0.054902000000000
